Timestamp,SF_Product_Name,BU,Revenue,Quantity,Open_Opportunities,New_Quotes,Revenue_new_orders,Quantity_new_orders
9/1/2023,UltraTrim LR Chair- 153758-003,D200,4949680,956,175,40,828792,165
9/1/2023,Units - Assistant - Elevance,D200,1488449,197,3,0,0,0
9/1/2023,Utility Tables - All Models,D300,702,1,1,1,702,1
9/1/2023,V8101 EOIS 3D Small,D200,275475,7,7,1,45896,1
9/1/2023,V8201 EOIS 3D Medium,D200,4456291,90,88,12,717513,14
9/1/2023,V8211 EOIS 3D Medium w/Ceph,D200,342880,5,5,0,0,0
9/1/2023,Vaporizers - All Models,D300,71626,68,20,0,0,0
9/1/2023,Ventilators - All Models,D300,4416,1,1,0,0,0
9/1/2023,VF-5,D300,3994,10,1,0,0,0
9/1/2023,VME2,D300,1523,1,1,0,0,0
9/1/2023,VMS,D300,84752,37,11,0,0,0
9/1/2023,VMS Plus,D300,181193,74,23,1,4992,2
9/1/2023,V-Top Surgery Table - All Models,D300,592283,174,83,16,62809,18
9/1/2023,Wall Mount Exam Table - All Models,D300,6336,6,1,1,6336,6
9/1/2023,Work Station Power Mount (PMXX),D100,0,13,1,0,0,0
9/1/2023,Zone Mobile Cart - 2 200 0072,D100,43866,105,11,0,0,0
9/1/2023,Zone Wall Mount - 2 200 0082,D100,69207,105,4,0,0,0
10/1/2023,002-10064-00,D100,29242,168,21,7,6608,28
10/1/2023,002-1895-00,D300,44858,22,4,2,14112,7
10/1/2023,1-100-1603,D100,5950,10,1,0,0,0
10/1/2023,120/130 Treatment Lights - All Models,D300,345834,126,34,9,43110,16
10/1/2023,203,D100,76468,76,6,1,4328,4
10/1/2023,204,D100,5968992,5065,192,18,294132,254
10/1/2023,204,D200,11580,10,0,0,0,0
10/1/2023,224,D100,10652925,2552,164,17,752956,165
10/1/2023,225,D100,14437767,2732,170,20,799262,129
10/1/2023,225,D200,55520,10,1,0,0,0
10/1/2023,230,D100,3032666,345,64,9,188895,22
10/1/2023,244,D100,592007,62,18,4,247855,25
10/1/2023,244,D200,40084,4,0,0,0,0
10/1/2023,250 - Medical,D100,7337,23,5,1,3828,12
10/1/2023,250 Exam Light,D300,8739,20,18,2,3307,3
10/1/2023,253 - Medical,D100,2228903,2366,128,17,126848,130
10/1/2023,255 - Medical,D100,894326,368,67,6,108066,42
10/1/2023,255 LED Procedure Light,D300,484844,142,55,10,81640,21
10/1/2023,271,D100,5502,35,1,0,0,0
10/1/2023,272,D100,1153793,7892,328,25,93886,598
10/1/2023,273,D100,347818,1646,74,3,29393,133
10/1/2023,273,D200,3315,15,0,0,0,0
10/1/2023,274,D100,30418,138,9,0,0,0
10/1/2023,275,D100,1161,4,1,0,0,0
10/1/2023,276,D100,417825,993,33,7,45881,97
10/1/2023,277,D100,221014,420,14,4,13968,25
10/1/2023,278,D100,11628,12,1,0,0,0
10/1/2023,279,D100,9231,13,3,0,0,0
10/1/2023,280,D100,1389017,4989,200,18,113072,382
10/1/2023,280/282,D300,71113,171,10,0,0,0
10/1/2023,281,D100,30784,49,11,1,631,1
10/1/2023,282,D100,316468,784,41,8,37968,85
10/1/2023,3-009-0062,D100,196,7,1,0,0,0
10/1/2023,3-009-0076,D100,315,7,1,0,0,0
10/1/2023,425,D100,284419,547,13,1,54136,101
10/1/2023,60-A0016 EOIS 3D Medium Upgrade Kit,D200,31919,1,1,0,0,0
10/1/2023,6211,D100,21330,18,4,1,1882,1
10/1/2023,6212,D100,2968884,2550,81,7,137558,109
10/1/2023,6212 - All Models,D300,27847,11,3,0,0,0
10/1/2023,6213,D100,892043,570,19,0,0,0
10/1/2023,6214,D100,338995,395,47,5,17784,13
10/1/2023,6215,D100,1697251,2000,135,20,209070,231
10/1/2023,6215,D200,843,1,1,0,0,0
10/1/2023,6215 - All Models,D300,2936,3,3,1,979,1
10/1/2023,6216,D100,102252,112,12,2,3700,5
10/1/2023,6217,D100,595635,283,9,1,4808,4
10/1/2023,6218,D100,278616,263,7,1,130272,92
10/1/2023,6219,D100,476233,378,7,1,8562,6
10/1/2023,626 Non Scale Wired,D100,21148014,3361,201,28,1695809,240
10/1/2023,626 Scale Wired,D100,21543893,2615,86,15,2997049,341
10/1/2023,626 Scale Wireless,D100,30369095,3848,177,16,1907213,217
10/1/2023,6281,D100,25450,25,3,1,18324,18
10/1/2023,6282,D100,1257254,1242,41,6,110470,103
10/1/2023,6282,D200,1788,2,1,0,0,0
10/1/2023,6282,D300,7987,7,2,1,1141,1
10/1/2023,6283,D100,110994,78,4,0,0,0
10/1/2023,630,D100,9056960,862,192,36,939534,83
10/1/2023,640,D100,63281,24,11,1,13795,5
10/1/2023,641,D100,2088693,187,49,8,233666,18
10/1/2023,641- Standard,D200,1090178,106,29,3,65397,6
10/1/2023,641- With Rotation,D200,289094,29,11,0,0,0
10/1/2023,646,D100,11426,2,2,1,5713,1
10/1/2023,647,D100,889137,119,37,12,177712,24
10/1/2023,8000-006,D300,12911,2,1,0,0,0
10/1/2023,8000-008,D300,71674,10,6,0,0,0
10/1/2023,8000-008S,D300,292081,38,27,5,46183,6
10/1/2023,8012 Fold-Down,D300,617225,645,141,17,59629,59
10/1/2023,8019,D300,750381,141,53,13,158330,29
10/1/2023,95,D100,7683,13,3,0,0,0
10/1/2023,Adjustable Height Grooming Tub - All Models,D300,2632,1,1,0,0,0
10/1/2023,Air Lift Stools - All Models,D300,11721,39,5,0,0,0
10/1/2023,Air/Vac - Comp P21,D200,26246,7,7,0,0,0
10/1/2023,Air/Vac - Comp P22,D200,68686,17,8,2,8171,2
10/1/2023,Air/Vac - Comp P32,D200,281619,54,49,9,50310,9
10/1/2023,Air/Vac - Comp P52,D200,771007,125,82,10,66725,10
10/1/2023,Air/Vac - Comp P52-050,D200,6673,1,1,0,0,0
10/1/2023,Air/Vac - Comp P72,D200,899578,110,87,7,62586,7
10/1/2023,Air/Vac - GV G10,D200,363222,23,23,1,16544,1
10/1/2023,Air/Vac - GV G14,D200,281027,16,16,0,0,0
10/1/2023,Air/Vac - GV G14-050,D200,18496,1,1,0,0,0
10/1/2023,Air/Vac - GV G3,D200,255341,32,31,4,33457,4
10/1/2023,Air/Vac - GV G5,D200,819274,84,58,6,61638,6
10/1/2023,Air/Vac - GV G6,D200,112961,8,8,0,0,0
10/1/2023,Air/Vac - GV G7,D200,693517,64,43,6,71512,6
10/1/2023,Air/Vac - GV G7-050,D200,11919,1,1,0,0,0
10/1/2023,Air/Vac - PV P10,D200,44517,3,2,0,0,0
10/1/2023,Air/Vac - PV P3,D200,107173,16,16,4,27781,4
10/1/2023,Air/Vac - PV P5,D200,227067,27,8,1,8921,1
10/1/2023,Air/Vac - PV P7,D200,279807,27,12,2,32886,3
10/1/2023,Air/Vac - WR CV10,D200,7146,2,2,0,0,0
10/1/2023,Air/Vac - WR CV10R,D200,65984,15,9,1,4480,1
10/1/2023,Air/Vac - WR CV3,D200,3528,2,2,0,0,0
10/1/2023,Air/Vac - WR CV3R,D200,31214,13,4,0,0,0
10/1/2023,Air/Vac - WR CV5,D200,2108,1,1,0,0,0
10/1/2023,Air/Vac - WR CV5R,D200,4967,2,2,0,0,0
10/1/2023,Air/Vac - WR CV6,D200,3049,1,1,0,0,0
10/1/2023,Air/Vac - WR CV6R,D200,22801,8,8,3,11810,3
10/1/2023,Articulating Knee Crutch (9A645001),D100,6750,6,0,0,0,0
10/1/2023,Asepsis 21 Doctor’s Cart- 153740-002,D200,2987,1,1,0,0,0
10/1/2023,Asepsis 21 Duo Cart- 153740-003,D200,61285,17,3,0,0,0
10/1/2023,Asepsis 21 International Instrument Delivery Systems,D200,37456,7,3,0,0,0
10/1/2023,Asepsis 21 Rear Delivery- KSRD-CM / CMA,D200,167054,75,15,7,54645,21
10/1/2023,Asepsis 21 Traditional Instrument Delivery- 153600-010/ 011,D200,2372116,576,101,17,289224,72
10/1/2023,Assist Arms (9A615001),D100,4656,6,2,2,4656,6
10/1/2023,"Bien-Air 1:1 NOVA MicroSeries Contra Angle, Blue Low Speed",D200,136064,128,11,0,0,0
10/1/2023,Bien-Air 1:1 Straight Nosecone Attachment,D200,5568,16,2,0,0,0
10/1/2023,"Bien-Air 1:5 NOVA MicroSeries Contra Angle, Red High Speed",D200,165828,156,13,0,0,0
10/1/2023,Bien-Air Low and High Speed NOVA MicroSeries Contra Angle Bundle,D200,29220,15,1,0,0,0
10/1/2023,Bien-Air Low and High Speed NOVA MicroSeries Contra Angle Bundle with Straight,D200,11470,5,1,0,0,0
10/1/2023,Bien-Air Lubricare 2 Handpiece Maintenance System,D200,77130,30,20,1,2571,1
10/1/2023,Bien-Air Lubrifluid Handpiece Lubricant (Box of 6 Cans),D200,345,1,1,0,0,0
10/1/2023,Bien-Air MX2 Plus LED Micromotor,D200,976,1,1,0,0,0
10/1/2023,"Bien-Air MX2+ LED, Dual Motor System, Elevance WHIP Factory Install",D200,35882,11,2,1,22834,7
10/1/2023,"Bien-Air MX2+ LED, Dual Motor System, Procenter 12:00 Factory Install",D200,166362,51,11,2,19572,6
10/1/2023,"Bien-Air MX2+ LED, Dual Motor System, Procenter 12:00 Field Install",D200,9786,3,1,0,0,0
10/1/2023,"Bien-Air MX2+ LED, Dual Motor System, Procenter L/R and Side Factory Install",D200,123956,43,9,1,6524,2
10/1/2023,"Bien-Air MX2+ LED, Single Motor System, Elevance WHIP Factory Install",D200,54496,26,6,0,0,0
10/1/2023,"Bien-Air MX2+ LED, Single Motor System, Procenter 12:00 Factory Install",D200,119472,57,12,3,12576,6
10/1/2023,"Bien-Air MX2+ LED, Single Motor System, Procenter 12:00 Field Install",D200,12576,6,1,0,0,0
10/1/2023,"Bien-Air MX2+ LED, Single Motor System, Procenter L/R and Side Factory Install",D200,148816,71,13,2,23056,11
10/1/2023,"Bien-Air MX2+ LED, Single Motor System, Procenter L/R and Side Field Install",D200,8384,4,1,0,0,0
10/1/2023,Big Top - All Models,D300,14763,10,4,1,2953,2
10/1/2023,Cabinetry - Animal Health,D300,25480139,78953,398,62,2375154,64
10/1/2023,Cabinetry - Treatment Chase,D300,72205,16,14,7,38136,7
10/1/2023,Carthage Stools - All Models,D300,7007,8,5,3,3447,4
10/1/2023,Casework - Medical,D100,66004998,612318,748,101,6994174,100105
10/1/2023,Casework - Medical,D200,0,1,1,1,0,1
10/1/2023,Cat Scales - All Models,D300,1131,4,3,2,566,2
10/1/2023,Cat Towers - All Models,D300,41000,29,6,2,2000,2
10/1/2023,Chain Link - All Models,D300,640512,757,47,13,126513,204
10/1/2023,Classic Grooming Tub - All Models,D300,8801,3,3,1,2934,1
10/1/2023,CMDT-45,D300,67995,7,6,2,19512,2
10/1/2023,CMDT-60,D300,141608,15,12,2,29268,3
10/1/2023,CMDT-WS-45,D300,11616,1,1,0,0,0
10/1/2023,CMDT-WS-60,D300,39334,3,3,0,0,0
10/1/2023,CMWO,D300,52093,8,7,0,0,0
10/1/2023,CMWS,D300,242657,32,20,0,0,0
10/1/2023,Comfort Suites and Cat Condos - All Models,D300,1304460,206,33,10,156404,30
10/1/2023,Containment Installation,D300,2591538,38,38,4,804350,4
10/1/2023,C-STAT5,D300,89830,44,25,7,20160,10
10/1/2023,Data Logger,D100,4487,7,1,0,0,0
10/1/2023,Data Logger,D200,9687,17,6,0,0,0
10/1/2023,DC Generator - All Models,D300,79712,10,9,1,4667,1
10/1/2023,Dental Casework - Artizan Expressions Operatory,D200,23000218,172268,448,78,2626376,106
10/1/2023,Dental Casework - Synthesis Operatory,D200,19968656,16976,408,100,4927637,105
10/1/2023,Dental Lighting - 255,D200,248092,93,23,1,2756,1
10/1/2023,Dental Operators Stool,D300,3754,7,4,1,558,1
10/1/2023,Dental Stools - Assistant's,D200,774284,1478,257,32,80772,127
10/1/2023,Dental Stools - Dentist's,D200,727254,1638,268,32,74200,140
10/1/2023,Double Deckers - All Models,D300,40707,16,4,2,10707,4
10/1/2023,DR Sensor - All Models,D300,10663,1,1,0,0,0
10/1/2023,Dryer Cages - All Models,D300,9813,3,2,0,0,0
10/1/2023,Elevance Chair Only- 153810-001,D200,1800437,247,45,3,107860,14
10/1/2023,Elevance Console Chair- 153810-002,D200,66248,10,3,0,0,0
10/1/2023,Elevance Continental- 153800-020/021,D200,101143,16,2,0,0,0
10/1/2023,Elevance LR Chair- 153810-003,D200,6972482,971,129,8,223424,29
10/1/2023,Elite - All Models,D300,27832,19,8,2,2744,2
10/1/2023,Elite Grooming Tub - All Models,D300,69281,15,12,2,9142,2
10/1/2023,Fixed Height Treatment Tubs,D300,53266,28,11,4,23460,13
10/1/2023,Flat Top Surgery Table - All Models,D300,78142,28,17,1,3294,1
10/1/2023,Folding Kennels (KC),D300,0,8,1,1,0,8
10/1/2023,Fold-Up - All Models,D300,106553,113,28,6,25921,26
10/1/2023,Fold-up Lift Table - All Models,D300,233859,51,26,3,38721,7
10/1/2023,HEINE BP G5 - M-000-09-230-166,D100,11972,82,2,0,0,0
10/1/2023,HEINE BP XXL - M-000-09-323-166,D100,32124,164,5,0,0,0
10/1/2023,HEINE Desktop - A-832-23-420-166,D100,19945,20,3,0,0,0
10/1/2023,HEINE Desktop - A-832-24-420-166,D100,49616,43,7,1,1157,1
10/1/2023,HEINE Desktop - A-853-23-420-166,D100,67709,66,5,0,0,0
10/1/2023,HEINE Desktop - A-853-24-420-166,D100,732503,647,38,5,67629,37
10/1/2023,HEINE Desktop - A-879-23-420-166,D100,75371,83,7,1,36640,40
10/1/2023,HEINE System - A‐095-12-930‐166,D100,2705930,2228,57,6,48165,39
10/1/2023,HEINE System - A‐095-12‐931‐166,D100,852413,856,41,8,218014,210
10/1/2023,HEINE System - A‐095-12-932‐166,D100,77712,94,3,0,0,0
10/1/2023,HEINE Wall - A-095-12-204-166,D100,220483,270,9,0,0,0
10/1/2023,HEINE Wall - A-095-12-205-166,D100,22314,28,2,0,0,0
10/1/2023,HEINE Wall - A-095-12-208-166,D100,838592,906,45,6,29116,29
10/1/2023,HEINE Wall - A-095-12-209-166,D100,640055,688,25,1,39280,40
10/1/2023,HEINE Wall - A-095-12-210,D100,145468,207,8,0,0,0
10/1/2023,Imaging - EOIS 2D  w/Ceph,D200,168284,6,6,0,0,0
10/1/2023,Imaging - EOIS 2D Pan,D200,979390,43,28,6,458918,20
10/1/2023,Imaging - Preva,D200,3209845,919,171,20,253223,73
10/1/2023,Imaging - Preva Plus,D200,73444,8,2,0,0,0
10/1/2023,Imaging - Sensor,D200,409357,84,26,6,58218,12
10/1/2023,Instrument Processing - M11,D100,760154,139,84,9,84312,15
10/1/2023,Instrument Processing - M11,D200,2159430,426,219,30,217272,41
10/1/2023,Instrument Processing - M3,D200,3527,1,1,0,0,0
10/1/2023,Instrument Processing - M9,D100,158150,34,17,2,52041,11
10/1/2023,Instrument Processing - M9,D200,47306,11,9,2,9020,2
10/1/2023,IQecg - 4 000 0080,D100,5080706,1118,179,110,2563075,564
10/1/2023,IQvitals - 4 000 0510,D100,287617,98,5,0,0,0
10/1/2023,IQvitals - 4 000 0624,D100,302569,87,10,0,0,0
10/1/2023,IQvitals - 4 000 0720,D100,15252,4,1,0,0,0
10/1/2023,IQvitals - 4 000 0722,D100,867449,197,22,3,147180,31
10/1/2023,IQvitals - 4 000 0724,D100,3192053,734,64,1,83215,17
10/1/2023,Iqvitals 4-000-0540,D100,182592,72,12,12,182592,72
10/1/2023,Iqvitals 4-000-0550,D100,12991420,3446,145,147,12991420,3446
10/1/2023,IQVitals All Mount (3-009-0063),D100,0,268,5,0,0,0
10/1/2023,IQVitals Mobile Cart - 3 004 2000,D100,4785,11,2,0,0,0
10/1/2023,IQVitals Wall Mount - 3-009-0003,D100,39058,105,10,5,19706,53
10/1/2023,Isolation Cages - All Models,D300,178432,19,9,1,26552,2
10/1/2023,K9 Cabins - All Models,D300,586133,273,25,7,93285,40
10/1/2023,Kat Play Around,D300,15375,3,3,0,0,0
10/1/2023,LED- Cabinet Mounted Light- CBML-L,D200,107212,45,8,1,7448,3
10/1/2023,LED- Ceiling Mounted Light- CEML-L,D200,957650,385,63,9,89097,34
10/1/2023,LED- Elevance LR Light- 153901-002 / 007,D200,197675,88,20,1,7120,3
10/1/2023,LED- Elevance- Procenter Console Light- 153901-004 / 005,D200,4113,2,1,0,0,0
10/1/2023,LED- Elevance- Procenter LR Light- 153901-003 / 008,D200,1054756,488,18,0,0,0
10/1/2023,LED- Track Mounted Light TRML-L,D200,965302,327,48,3,33974,11
10/1/2023,LED- Ultra Console Light,D200,17187,8,1,0,0,0
10/1/2023,LED- Ultra LR Light- 153915-002 / 004,D200,1393616,730,112,18,155565,79
10/1/2023,LED- Universal Mounted Light- 153904-002,D200,5141,2,1,0,0,0
10/1/2023,LED- Wall Mounted Light- WAML-L,D200,351929,148,25,2,14731,6
10/1/2023,LoFlo,D300,13950,7,6,3,8064,4
10/1/2023,Luxury Suites - All Models,D300,435272,222,25,7,195164,56
10/1/2023,M11-043,D300,330386,69,60,12,58514,12
10/1/2023,M2,D100,184402,172,17,3,11159,3
10/1/2023,M4,D100,1053867,969,33,5,28969,22
10/1/2023,M5,D100,328146,265,6,0,0,0
10/1/2023,Manual Stools - All Models,D100,4570,43,3,0,0,0
10/1/2023,Manual Stools - All Models,D300,2330,17,3,0,0,0
10/1/2023,MDS Services,D100,7883303,218,217,33,899288,33
10/1/2023,MDS Services,D300,5379799,153,153,65,1790542,65
10/1/2023,Midmark Complete - All Models,D300,700469,46,39,5,72058,5
10/1/2023,Midmark Digital Spirometer - USB version,D100,6472,3,2,0,0,0
10/1/2023,Mobile Lift Tables - All Models,D300,212493,60,21,6,83635,23
10/1/2023,P1,D100,305134,177,13,3,9547,4
10/1/2023,P2,D100,8958,6,3,0,0,0
10/1/2023,P3,D100,39677,30,4,1,3765,1
10/1/2023,Patient Support Rails (9A600001),D100,11224,11,2,2,4984,5
10/1/2023,Patient Support Rails + (9A600002),D100,1121538,961,67,10,156946,97
10/1/2023,Pivoting Work Surface and Asst Unit- 153659-004,D200,1084079,493,100,33,271962,69
10/1/2023,Pivoting Work Surface Only- 153659-003,D200,133506,43,17,12,109381,25
10/1/2023,"Pivoting Work Surface, Assistant’s Unit and Procenter-153659-002",D200,1685426,404,87,22,285167,52
10/1/2023,Platform Scales - All Models,D300,31699,33,28,9,10418,11
10/1/2023,PM-3,D200,10226,2,2,0,0,0
10/1/2023,PM-4,D200,14734,2,2,0,0,0
10/1/2023,"Procenter Assistant's Unit, Console and Cuspidors",D200,184948,194,45,10,27911,28
10/1/2023,Procenter LR or Console- 153600-001/002/003/020/021,D200,7411683,1357,202,16,283765,50
10/1/2023,Procenter Wall/ Side Cabinet Units- 153678,D200,215790,43,11,2,15779,3
10/1/2023,prod_18606,D200,409591,75,9,0,0,0
10/1/2023,Quick Clean - QC1-01,D100,3180,3,2,0,0,0
10/1/2023,Quick Clean - QC1-01,D300,5957,6,6,0,0,0
10/1/2023,Quick Clean - QC3-01,D100,15999,9,8,0,0,0
10/1/2023,Quick Clean - QC3-01,D200,146534,99,85,19,36735,24
10/1/2023,Quick Clean - QC3-01,D300,22363,14,14,1,1576,1
10/1/2023,Quick Clean - QC3R-01,D100,4166,2,2,0,0,0
10/1/2023,Quick Clean - QC3R-01,D200,60297,33,17,0,0,0
10/1/2023,Quick Clean - QC3R-01,D300,16222,8,7,2,3352,2
10/1/2023,Quick Clean - QC6-01,D100,2783,1,1,1,2783,1
10/1/2023,Quick Clean - QC6-01,D200,71565,33,32,1,2383,1
10/1/2023,Quick Clean - QC6R-01,D100,2972,1,1,0,0,0
10/1/2023,Quick Clean - QC6R-01,D200,45681,19,16,3,9858,4
10/1/2023,Quick Clean - QC6R-01,D300,7041,3,1,0,0,0
10/1/2023,Quiet Cottages - All Models,D300,1264990,199,50,7,197965,32
10/1/2023,Raintree - All Models,D300,2747718,366,64,10,169616,21
10/1/2023,Sani-Kennels - All Models,D300,16786325,9249,444,89,1797059,833
10/1/2023,Scavengers - All Models,D300,21967,13,13,4,6856,4
10/1/2023,Software,D100,45000,2,2,0,0,0
10/1/2023,Software - IQ Path Citrix,D100,11872,10,1,0,0,0
10/1/2023,Software - IQ Path RDP,D100,29679,40,1,0,0,0
10/1/2023,Space Saver Folding Kennels,D300,145853,63,12,7,31712,38
10/1/2023,Stainless Steel Cages - All Models,D300,3679446,6476,349,77,1053904,1119
10/1/2023,Stainless Steel Cat Suites - All Models,D300,537033,110,10,2,9682,2
10/1/2023,Stainless Steel Fixed Height Tables,D300,35859,13,9,3,8107,3
10/1/2023,Stainless Steel Kennels - All Models,D300,4999139,2296,241,54,1423392,609
10/1/2023,Stainless Steel Tubs - All Models except Grooming,D300,141653,62,43,8,36935,15
10/1/2023,Synthesis Fixed Height Tables - All Models,D300,794397,304,96,21,143221,52
10/1/2023,Tapered Electric - All Models,D300,23268,4,3,1,11953,2
10/1/2023,T-Kennels - All Models,D300,8552811,3486,95,22,952643,516
10/1/2023,Ultra-Base - All Models,D300,1119825,401,42,7,463371,157
10/1/2023,UltraComfort Chair Only- 153592-001,D200,118312,28,4,0,0,0
10/1/2023,UltraComfort LR Chair- 153592-003,D200,989150,241,33,7,99834,22
10/1/2023,UltraLift Pro - All Models,D300,101704,14,4,2,43588,6
10/1/2023,UltraTrim Chair Only- 153758-001,D200,702797,161,39,9,120018,27
10/1/2023,UltraTrim Console Chair- 153758-002,D200,99328,24,8,0,0,0
10/1/2023,UltraTrim LR Chair- 153758-003,D200,4728745,908,170,25,502183,96
10/1/2023,Units - Assistant - Elevance,D200,1488449,197,3,0,0,0
10/1/2023,Utility Tables - All Models,D300,702,1,1,0,0,0
10/1/2023,V8101 EOIS 3D Small,D200,229480,6,6,0,0,0
10/1/2023,V8201 EOIS 3D Medium,D200,3484781,71,71,1,51251,1
10/1/2023,V8211 EOIS 3D Medium w/Ceph,D200,342880,5,5,0,0,0
10/1/2023,Vaporizers - All Models,D300,89633,85,24,4,17091,16
10/1/2023,Ventilators - All Models,D300,4416,1,1,0,0,0
10/1/2023,VF-5,D300,3994,10,1,0,0,0
10/1/2023,VME2,D300,1523,1,1,0,0,0
10/1/2023,VMS,D300,97380,42,15,3,10316,4
10/1/2023,VMS Plus,D300,216727,88,28,6,54916,22
10/1/2023,V-Top Surgery Table - All Models,D300,681883,199,95,20,99797,28
10/1/2023,Wall Mount Exam Table - All Models,D300,6336,6,1,0,0,0
10/1/2023,Work Station Power Mount (PMXX),D100,0,13,1,0,0,0
10/1/2023,Zone Mobile Cart - 2 200 0072,D100,43866,105,11,0,0,0
10/1/2023,Zone Wall Mount - 2 200 0082,D100,69207,105,4,0,0,0
11/1/2023,002-10064-00,D100,142286,647,29,8,113044,479
11/1/2023,002-1895-00,D300,44858,22,4,0,0,0
11/1/2023,1-100-1603,D100,5950,10,1,0,0,0
11/1/2023,120/130 Treatment Lights - All Models,D300,352703,128,35,4,31487,12
11/1/2023,203,D100,60238,61,4,0,0,0
11/1/2023,204,D100,5926488,5007,179,24,541944,468
11/1/2023,204,D200,11580,10,1,0,0,0
11/1/2023,224,D100,9556285,2285,151,20,589198,134
11/1/2023,225,D100,16096589,3034,179,34,2731584,492
11/1/2023,225,D200,27760,5,1,0,0,0
11/1/2023,230,D100,2977358,337,68,18,323820,36
11/1/2023,244,D100,331461,36,17,1,20042,2
11/1/2023,244,D200,40084,4,1,0,0,0
11/1/2023,250 - Medical,D100,7337,23,5,2,1276,4
11/1/2023,250 Exam Light,D300,8100,18,16,1,639,2
11/1/2023,253 - Medical,D100,2527271,2665,139,19,402670,406
11/1/2023,255 - Medical,D100,1030081,421,81,17,202871,79
11/1/2023,255 LED Procedure Light,D300,502329,147,57,7,53894,17
11/1/2023,271,D100,5502,35,2,0,0,0
11/1/2023,272,D100,1174040,8022,327,34,122545,781
11/1/2023,273,D100,298993,1418,73,9,12818,58
11/1/2023,273,D200,3315,15,1,0,0,0
11/1/2023,274,D100,31597,143,9,0,0,0
11/1/2023,275,D100,1161,4,1,0,0,0
11/1/2023,276,D100,427340,1006,33,3,31218,66
11/1/2023,277,D100,341488,627,21,7,73914,127
11/1/2023,278,D100,11628,12,1,0,0,0
11/1/2023,279,D100,9231,13,3,0,0,0
11/1/2023,280,D100,1428664,5095,211,24,153940,521
11/1/2023,280/282,D300,71113,171,10,0,0,0
11/1/2023,281,D100,29522,47,9,0,0,0
11/1/2023,282,D100,279424,692,43,8,32544,72
11/1/2023,3-009-0062,D100,196,7,1,0,0,0
11/1/2023,3-009-0076,D100,315,7,1,0,0,0
11/1/2023,425,D100,447824,844,19,9,241736,451
11/1/2023,6211,D100,16754,14,3,0,0,0
11/1/2023,6212,D100,2993404,2594,73,4,128724,102
11/1/2023,6212 - All Models,D300,27847,11,3,0,0,0
11/1/2023,6213,D100,852901,537,18,2,36936,27
11/1/2023,6214,D100,554120,532,53,10,259920,190
11/1/2023,6215,D100,1669678,1963,142,22,161802,178
11/1/2023,6215,D200,843,1,1,0,0,0
11/1/2023,6215 - All Models,D300,1957,2,2,2,1957,2
11/1/2023,6216,D100,88377,97,11,0,0,0
11/1/2023,6217,D100,182789,172,10,2,8414,7
11/1/2023,6218,D100,282864,266,9,2,4248,3
11/1/2023,6219,D100,2416953,1738,7,1,1997800,1400
11/1/2023,626 Non Scale Wired,D100,22610851,3579,202,22,2010690,297
11/1/2023,626 Scale Wired,D100,23063193,2787,94,13,2118149,241
11/1/2023,626 Scale Wireless,D100,30826563,3889,171,7,350732,40
11/1/2023,6281,D100,7126,7,2,0,0,0
11/1/2023,6282,D100,1149805,1142,47,12,221536,212
11/1/2023,6282,D200,1788,2,1,0,0,0
11/1/2023,6282,D300,7987,7,2,0,0,0
11/1/2023,6283,D100,93918,66,3,0,0,0
11/1/2023,630,D100,9608207,911,206,32,1104245,100
11/1/2023,640,D100,57763,22,9,0,0,0
11/1/2023,641,D100,2066483,185,49,3,133260,12
11/1/2023,641- Standard,D200,896108,88,25,1,21799,2
11/1/2023,641- With Rotation,D200,321793,31,11,1,32699,3
11/1/2023,647,D100,1069535,142,36,8,202410,26
11/1/2023,8000-006,D300,12911,2,1,0,0,0
11/1/2023,8000-008,D300,64304,9,5,1,14739,2
11/1/2023,8000-008S,D300,315173,41,29,5,47542,6
11/1/2023,8012 Fold-Down,D300,630567,657,143,7,19258,19
11/1/2023,8019,D300,719164,135,48,7,50384,9
11/1/2023,95,D100,2364,4,2,0,0,0
11/1/2023,Adjustable Height Grooming Tub - All Models,D300,2632,1,1,1,2632,1
11/1/2023,Air Lift Stools - All Models,D300,11721,39,5,2,2594,17
11/1/2023,Air/Vac - Comp P21,D200,26566,7,7,1,4257,1
11/1/2023,Air/Vac - Comp P22,D200,80942,20,11,2,8171,2
11/1/2023,Air/Vac - Comp P32,D200,293422,56,52,4,22389,4
11/1/2023,Air/Vac - Comp P52,D200,832941,134,88,9,86743,13
11/1/2023,Air/Vac - Comp P52-050,D200,6673,1,1,0,0,0
11/1/2023,Air/Vac - Comp P72,D200,904758,110,86,5,62586,7
11/1/2023,Air/Vac - GV G10,D200,315936,20,20,1,16544,1
11/1/2023,Air/Vac - GV G14,D200,355010,20,20,3,55487,3
11/1/2023,Air/Vac - GV G14-050,D200,18496,1,1,0,0,0
11/1/2023,Air/Vac - GV G3,D200,288798,36,36,4,33457,4
11/1/2023,Air/Vac - GV G5,D200,883268,90,61,5,82185,8
11/1/2023,Air/Vac - GV G6,D200,98210,7,7,0,0,0
11/1/2023,Air/Vac - GV G7,D200,696112,64,44,3,35756,3
11/1/2023,Air/Vac - GV G7-050,D200,11919,1,1,0,0,0
11/1/2023,Air/Vac - PV P10,D200,44517,3,2,0,0,0
11/1/2023,Air/Vac - PV P14,D200,15923,1,1,1,15923,1
11/1/2023,Air/Vac - PV P3,D200,114100,17,17,0,0,0
